Term,Meaning_of_term,Dialect type,True_False_question,correct_answer
خرشني,خوفتني او نزقتني,Southern,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'خرشني' تعني 'أزعجني'.
الخيارات:
أ) صحيح
ب) خطأ",ب
خرمس,مظلم حالك السواد,Central,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الجواب الصحيح.
السؤال: عبارة ""طلعت ولقيت الدنيا خرمس"" تعني أن الشخص وجد الدنيا مضيئة.
الخيارات: 
A) صحيح 
B) خطأ - العبارة تعني أن الدنيا مظلمة حالك السواد.",B
خرنثلوو,تعني دعه وشانه او لاتعطيه اكبر من ما يستحق,Western,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'خرنثلوو' تعني مُبالغة في الاهتمام بشيء.
الخيارات:
أ) صحيح
ب) خاطئ",ب
خروص,مصطلح قديم بمعنى حلق (الذي يلبس على الأذن ) (وتقريباً بادي يندثر وينقرض) والبعض يقول خرصان,Central,"المهمة: أجب عن العبارة التالية بصحيح أو خطأ.
السؤال: كلمة 'خروص' تشير إلى نوع من الحلي الذي يُلبس على الأذن.
الخيارات:
أ) صحيح
ب) خطأ",أ
أهوه,أهوه: اي اعطني هذا الشيء,Western,"المهمة: حدد إذا كانت العبارة صحيحة أو خاطئة.
السؤال: المصطلح 'أهوه' يعني 'أخذ هذا الشيء'.
الخيارات:
أ) صحيح
ب) خاطئ",ب
رفلا,المراة التى لا تحسن صنع الاشياء,Central,"المهمة: اقرأ العبارة التالية وحدد ما إذا كانت صحيحة أم خاطئة.
السؤال: تُستخدم كلمة 'رفلا' في اللهجة السعودية للدلالة على المرأة الماهرة في صنع الأشياء.
الخيارات:
أ) صحيح
ب) خاطئ",ب
خصيوي,صغير الضب.,Northern,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الجواب الصحيح فقط دون أي ملاحظات إضافية. 
السؤال: الكلمة ""خصيوي"" تعني كبير الضب. 
الخيارات: 
A) صحيح 
B) خطأ - لأن المعنى الصحيح هو ""صغير الضب"".",B
خط,خَط : كلمة تطلق على **مسار الرحلة، وعلى الطرقات السريعة عموماً.**,General,"### نوع السؤال: صحيح/خطأ 
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: كلمة ""خط"" تعني فقط ""طريق قصير"". 
الخيارات: 
A) صحيح 
B) خطأ - لأنها تعني ""مسار الرحلة والطرق السريعة"".",B
خظيري,ليس لهو أصل صافي أو قبيلة ينتمي أليها وفيه عرق ذو أصول أفريقية مخلوط أ متيس,Western,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: العبارة التالية صحيحة أم خاطئة: ""الخظيري هو شخص ينتمي إلى أصل قبلي صافي"". 
الخيارات: 
A) صحيح 
B) خطأ",B
باصق,يقال في وصف الاكل للتعبير عن شدة برودته,Central,"المهمة: اقرأ العبارة التالية وحدد ما إذا كانت صحيحة أم خاطئة.
السؤال: تُستخدم كلمة 'باصق' في اللهجة السعودية لوصف الأكل الحار جدًا.
الخيارات:
أ) صحيح
ب) خاطئ",ب
المجس,موال حجازي يحتاج إلى صوت قوي ،، ويغنى في مناسبات عقد القران ،، ويسمى من يمارسه ( جسيس ),Western,"المهمة: اقرأ العبارة التالية وحدد ما إذا كانت صحيحة أم خاطئة.
السؤال: يُستخدم فن 'المجس' في اللهجة السعودية للتعبير عن الحزن فقط.
الخيارات:
أ) صحيح
ب) خاطئ",ب
خلبص,خَلْبَص ، مِخَلْبِص ، خَلْبَصة وتعني عمل شيء بغير إتقان بغير قصد او عن جهل. وهي تختلف عن اللمصقة التي هي عمل شيء بغير اتقان ولكنها تكون عن قصد او بسبب التعجّل.,Central,"المهمة: حدد صحة العبارة التالية.
السؤال: تعني كلمة 'خلبص' عموماً عمل شيء بدقة وعناية.
الخيارات:
أ) صحيح
ب) خطأ",ب
خلها تبرق وترعد,او خلها ترعد وتبرق كما قالها شاعرها. تعني هذه العباره اضرب بقوة ولا تهتم للناس فانهم لن يعدلوا في ما ضاع لك من حقوق,General,"### نوع السؤال: صحيح/خطأ
المهمة: اختر فقط إجابة واحدة دون أي ملاحظات إضافية. 
السؤال: العبارة ""خلها تبرق وترعد"" تدل على أهمية الاعتناء بمشاعر الآخرين. 
الخيارات: 
A) صحيح 
B) خطأ 
التفسير: العبارة تدل على استخدام القوة وعدم الاكتراث برأي الناس.",B
خَمْبَلَة,عندما تستمع لشيء خالي من المنطق يعامل معاملة المنطق فاعلم أن تلك هي الخمبلة بعينها.,Central,"### نوع السؤال: صحيح/خطأ 
المهمة: اختر الجواب الصحيح. 
السؤال: تعني كلمة ""خَمْبَلَة"" النقاش العقلاني والمقنع. 
الخيارات: 
A) صحيح 
B) خطأ - ""خمبلة"" تعني شيء خالي من المنطق.",B
خمة,اِنْخَم ، خَمِّيتُه ، خَمُّوه ، خَمَّة لها معنَيَان: - الخمة هي: الشيء المختلف عن المتوقع (فعندما تجعل شخصًا يتوقع امرا ما ومن ثم تفاجئه بامر غير الذي توقعة ، فيسمى الامر الجديد المفاجئ بالخمة ويسمى المخدوع: مخموم). - الخمة هي : عِناق.,Southern,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية.
السؤال: كلمة ""خمة"" تعني فقط عِناق في اللهجة الحجازية. 
الخيارات: 
A) صحيح 
B) خطأ) خطأ 
التفسير: ""خمة"" تعني أيضًا شيء مختلف عن المتوقع وليس فقط عِناق.",B
خوتنا,يعني ازعجتنا او جبت لنا القلق,Western,"المهمة: حدد ما إذا كانت العبارة التالية صحيحة أم خاطئة.
السؤال: 'خوتنا' تعني 'أحببنا'.
الخيارات:
أ) صحيح
ب) خطأ",ب
خوفتيني يزق,لقت فزعتني يا براز,General,"المهمة: تحديد صحة العبارة المتعلقة بالجملة 'خوفتيني يزق'.
السؤال: الجملة 'خوفتيني يزق' تعني 'لا تحبطني يا صديقي'.
الخيارات:
أ) صحيح
ب) خطأ",ب
دالوب,خزانة الملابس.,Central,"المهمة: اختر الجواب الصحيح دون أي ملاحظات إضافية. 
السؤال: كلمة ""دالوب"" تعني ""خزانة الملابس"". 
الخيارات: 
A) صحيح 
B) خطأ 
توضيح للحالة الخاطئة: إذا كانت الإجابة ""خطأ""، فإن ""دالوب"" تعني شيئًا آخر وليس خزانة الملابس.",A
دبش,الدبش تسمى جهاز البنت قبلا الزواج ، وبمعنى اخر الدبش الغنم لاهل نجد,Central,"المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية.
السؤال: العبارة التالية صحيحة: ""دبش تعني جهاز البنت الذي يعد قبل الزواج"". 
الخيارات:
A) صحيح 
B) خطأ",A
دبوج,طيبة قلب على غباء لا يعرف مايحيط به,Central,"### نوع السؤال: صحيح/خطأ
- المهمة: اختر الإجابة الصحيحة.
- السؤال: كلمة ""دبوج"" تعني شخص يحب المعرفة ويبحث عن الحقيقة. 
- الخيارات: 
 A) صحيح 
 B) خطأ 
- - تعني ""دبوج"" شخص طيب القلب ولكنه غبي.",B
دجاجة,تعني الشخص (الغبي-الجبان),Central,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: كلمة ""دجاجة"" تعني شخص شجاع في اللهجة النجدية. 
الخيارات: 
A) صحيح 
B) خطأ 
التوضيح: تعني كلمة ""دجاجة"" في اللهجة النجدية الشخص الغبي أو الجبان، وليس الشجاع.",B
دجه,الضايع الذي لايدري ماذا يعمل (الغبي),Southern,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية.
السؤال: الكلمة ""دجه"" تعني شخص ذكي ومتفوق.
الخيارات:
A) صحيح 
B) خطأ 
شرح: ""دجه"" تعني الضايع أو الغبي، وليس الذكي.",B
دربيل,المنظار اليدوي، لرؤية الأشياء مكبّرة. ويستخدم في الصيد والملاعب,Central,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة فقط بدون أي ملاحظات إضافية. 
السؤال: ""كلمة 'دربيل' تشير إلى المنظار اليدوي"". 
الخيارات: 
A) صحيح 
B) خطأ",A
درجان,درجان :بضم الدال معناها الدَّرَج,Southern,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة بدون أي ملاحظات إضافية. 
السؤال: كلمة ""درجان"" تعني ""حديقة"" في اللهجة الحجازية. 
الخيارات: 
A) صحيح 
B) خطأ 
الشرح: المعنى الحقيقي لكلمة ""درجان"" هو ""درج""، وليس حديقة.",B
درفة الباب,عبارة عن فستان من قماش ثقيل وبه تطريز كثيرة .,Southern,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: تعني 'درفة الباب' فستان قصير بدون تطريز.
الخيارات:
أ) صحيح
ب) خطأ",ب
دريخ,دِرِيخْ : ما عندُه دريه تقال في وصف الشخص الذي لا يعرف من الأمر شيئاً,Central,"المهمة: قم بتحديد ما إذا كانت العبارة التالية صحيحة أم خطأ.
السؤال: كلمة 'دريخ' تستخدم لوصف شخص لديه معرفة واسعة.
الخيارات:
أ) صحيح
ب) خطأ",ب
دز,انقلع,Central,"### نوع السؤال: صحيح/خطأ 
المهمة: اختر الجواب الصحيح فقط بدون أي ملاحظات إضافية. 
السؤال: عبارة ""دز امهاا"" تعني ""اطلع برى"". 
الخيارات: 
A) صحيح 
B) خطأ",B
دغری,علی طول .,Southern,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة.
السؤال: ""كلمة 'دغری' تعني 'بطئ' في اللهجة الحجازية"". 
الخيارات:
A) صحيح 
B) خطأ - المعنى الصحيح هو ""علی طول"".",B
دق,معناها تواصل معه عن طريق الهاتف,Central,"### نوع السؤال: صحيح/خطأ
المهمة: اختر فقط إجابة واحدة دون أي ملاحظات إضافية. 
السؤال: العبارة ""دق تعني رسالة نصية"" صحيحة. 
الخيارات: 
A) صحيح 
B) خطأ - ""دق"" تعني التواصل عن طريق الهاتف وليس رسالة نصية.",B
