Term,Meaning_of_term,Dialect type,Meaning_question,correct_answer
شُخْشَيْخَة,هي لعبة بلاستيكية صغيرة تصدر أصوات عالية و هي تناسب الأطفال دون الرابعة نظراً لكبر حجمها وخفة وزنها.,Western,"المهمة: حدد المعنى الصحيح لكلمة 'شُخْشَيْخَة'.
السؤال: ما هي الشُخْشَيْخَة؟
الخيارات:
أ) لعبة بلاستيكية صغيرة تصدر أصوات عالية.
ب) نوع من الحيوانات البرية.
ج) أداة منزلية تستخدم للطهي.
د) نبات ينمو في الصحراء.",أ
شدقو لحيك,الموافقه,Southern,"### نوع السؤال: معنى
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: ما معنى كلمة ""شدقو لحيك""؟ 
الخيارات: 
A) التحية 
B) الموافقة 
C) الاعتذار 
D) الشكر",B
شرافه,كلمة قصيمية تعني اللقافة,Central,"### نوع السؤال: معنى
المهمة: اختر الجواب الصحيح دون أي ملاحظات إضافية. 
السؤال: ما معنى كلمة ""شرافه""؟ 
الخيارات: 
A) الدهشة 
B) اللقافة 
C) الشجاعة 
D) الحزن",B
فتسر,هي كلمة بمعنى انظر تقال عند بعض القبائل في شمال السعودية,Northern,"المهمة: حدد المعنى الصحيح لكلمة 'فتسر'.
السؤال: ما هو معنى كلمة 'فتسر'؟
الخيارات:
أ) اذهب
ب) انظر
ج) اسمع
د) ألمس",ب
شرطي الاخلاق,هو الشخص الذي يظن انه المسؤول عن توجيهك في قِيَمك او سلوكك او كلامك او طريقة تفكيرك. وغالبًا يكون هذا النوع من الناس مشرفًا في مواقع التواصل الاجتماعي ومستعدا لمعاقبة اي شخص يخرق ما يَعُدُّه هو على انه صحيح واخلاقي.,General,"### نوع السؤال: معنى 
Task: اختر الجواب الصحيح فقط دون أي ملاحظات إضافية. 
Question: ما معنى ""شرطي الاخلاق""؟ 
Options: 
A) الشخص الذي يروج للأخلاق فقط 
B) الشخص الذي يظن أنه المسؤول عن توجيك في قيمك وسلوكك 
C) الشخص الذي يتجاهل الأخلاق تمامًا 
D) الشخص الذي يقوم بتقليد الآخرين",B
شَرقَه,هو دخول السائل او الطعام للرئتين وتكون ردة الفعل السعال الشديد حتى يخرج ويعدل مساره :) .,Western,"المهمة: حدد المعنى الصحيح لكلمة 'شَرقَه'.
السؤال: ما معنى كلمة 'شَرقَه'؟
الخيارات:
أ) هو تناول الطعام بسرعة
ب) هو دخول السائل أو الطعام للرئتين
ج) هو الاختناق بسبب الغبار
د) هو شعور بالجوع",ب
شرهة,شَرْهَةْ ، شَرْهَات ، أشره عليك ، يِنْشَرِه عليه/ عليك. الشرهة هي الحرص الشديد المضمر على ان يحصل حدث ما فصيحاً تطلق على من حرص على الطعام واكل بشراهه اي حرص ان يأكل ويشبع او يستلذ ومجازياً تستخدم كلمة شراهه للتعبير عن افعال الشخص الذي يفعلها ليرتجي حدوث امر ما غير ظاهر للعلن فيقوم الشارِه بافعال مثل اعطاء المال والهدايا او المديح وايضا الذم والعتاب والنظر المتأسّية المتحسّرة، وذلك لكي يحدث امراً لاحقاً مرتبطًا بمن {اعطاهم المال او عاتبهم} .,Southern,"### نوع السؤال: معنى
المهمة: اختر الجواب الصحيح فقط دون ملاحظات إضافية.
السؤال: ما معنى كلمة ""شرهة"" في اللهجة السعودية؟
الخيارات:
A) السعادة 
B) الحرص الشديد على تحقيق شيء ما 
C) الحزن العميق 
D) الفرح المفرط",B
شَرِيم,سكين لجز الاعشاب او هو المنجل,General,"### نوع السؤال: معنى
المهمة: اختر الإجابة الصحيحة.
السؤال: ما معنى كلمة ""شَرِيم""؟
الخيارات:
A) سكين لجز الأعشاب 
B) نوع من الحلويات 
C) حيوان مائي 
D) أداة زراعية للزراعة",A
شعلامتس,تعني ما بك؟ باللغة العربية الفصيحة,Northern,"### نوع السؤال: معنى
المهمة: اختر فقط إجابة واحدة دون أي ملاحظات إضافية. 
السؤال: ما معنى كلمة ""شعلامتس"" في العربية الفصحى؟ 
الخيارات: 
A) أين أنت؟ 
B) ما بك؟ 
C) ماذا تفعل؟ 
D) لماذا تأخرت؟",B
شق الشعيب,شق الشعيب تعني الهروب من مكان ما بسرعة كبيرة,Central,"### نوع السؤال: معنى
المهمة: اختر الجواب الصحيح دون أي ملاحظات إضافية. 
السؤال: ما معنى كلمة ""شق الشعيب""؟ 
الاختيارات: 
A) الهروب من مكان ما بسرعة كبيرة 
B) المكوث في مكان معين 
C) الاستراحة لبعض الوقت 
D) البحث عن كائنات جديدة 
الجواب الصحيح: A (الهروب من مكان ما بسرعة كبيرة)",
شقردي,هذي الكلمه تطلق على الولد السنع الي يبيض الوجه وممكن تطلق على البنت فيكون تأنيثها شقرديه << لكن قليل ذكرها وفي الغالب تطلق على الاولاد صغار السن,Central,"### نوع السؤال: معنى
المهمة: اختر الإجابة الصحيحة.
السؤال: ما معنى كلمة ""شقردي""؟
الخيارات: 
A) ولد ذكي 
B) ولد يبيض الوجه 
C) ولد قصير 
D) ولد شقي",B
شقلب,شقلب = ابتعد عني,Western,"المهمة: اختر المعنى الصحيح لكلمة 'شقلب'.
السؤال: ما هو المعنى الصحيح لكلمة 'شقلب'؟
الخيارات:
أ) ابتعد عني
ب) تعال هنا
ج) اجلس هناك
د) ساعدني",أ
شمنجاحبش,كامة حجازية قديمة بمعنى شمام ومنجا و حبش ( الذرة ) والتي تدل على شيئ غير متناسق او متخالط,Western,"### نوع السؤال: معنى
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: ما معنى كلمة ""شمنجاحبش"" في اللهجة الحجازية؟ 
الخيارات: 
A) خليط من الفواكه 
B) صفات غير متناسقة 
C) طعام شعبي تقليدي 
D) ملابس غير مناسبة",B
شنبط,تستخدم للنفي,Southern,"### نوع السؤال: معنى
المهمة: اختر الإجابة الصحيحة.
السؤال: ما معنى كلمة ""شنبط""؟
الخيارات:
A) تستخدم للنفي 
B) تعني الذهاب 
C) تعني الدراسة 
D) تعني القبول",A
شوح,الشاح :‬⁩ العلامة أو الهدف الذي يوضع للرمي، مرادفها :نِصع. و ⁧‫ال[[شوح‬⁩]] : الغاية في البعد أو مدى الشيء وغايته. يقال: بعيد الشوح أي الغاية أو المدى.,General,"### نوع السؤال: معنى
المهمة: اختر الإجابة الصحيحة.
السؤال: ما معنى كلمة ""شوح"" في اللهجة السعودية؟
الخيارات: 
A) مجموع نقاط الرماية 
B) علامة أو هدف للرمي 
C) مدى الزمان 
D) اسم لمدينة",B
عيش,عيش تعني (خبز) لدى أهل الحجاز. بينما تعني (رز) لدى أهل نجد.,Western,"المهمة: حدد المعنى الصحيح لكلمة 'عيش' في اللهجة السعودية.
السؤال: ماذا تعني كلمة 'عيش' لدى أهل الحجاز؟
الخيارات:
أ) خبز
ب) لحوم
ج) فواكه
د) خضار",أ
شيطبان,شيطبان للتعجب من شيء او الغضب,General,"#### 1. نوع السؤال: معنى
- المهمة: اختر الجواب الصحيح.
- السؤال: ما معنى كلمة ""شيطبان"" في اللهجة السعودية؟
- الخيارات:
 A) فرحان 
 B) للتعجب أو الغضب 
 C) حزين 
 D) مسرور 
-",B
شِيفَه,الفتاه القبيحه والشنيعه الشكل والمبهذله ،،,Central,"### نوع السؤال: معنى 
المهمة: اختر الإجابة الصحيحة. 
السؤال: ما معنى كلمة ""شِيفَه"" في اللهجة النجدية؟ 
الخيارات: 
A) الفتاة الجميلة 
B) الفتاة القبيحة والشنيعة الشكل والمبهذله 
C) الفتاة الذكية 
D) الفتاة النشيطة",B
صبّاحي,يعني الين الصبح غالباً المقصود فيها المواصله والسهر,Western,"### نوع السؤال: معنى
- المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية.
- السؤال: ما معنى كلمة ""صبّاحي""؟
- الاختيارات:
 A) يعني الاستيقاظ مبكراً 
 B) يعني الدوام لساعات طويلة 
 C) يعني البقاء مستيقظًا حتى الصباح 
 D) يعني الذهاب للنوم مبكرًا 
-",C
صفّ / صفيف,يقصد بها التطنيش والسحبه وتجاهل شخص معين,General,"### نوع السؤال: معنى
Task: اختر الجواب الصحيح دون أي ملاحظات إضافية. 
Question: ما معنى كلمة ""صفّ"" في اللهجة السعودية؟ 
Options: 
A) زيادة الاهتمام بشخص 
B) تجاهل شخص معين 
C) إظهار الدعم 
D) تقديم المساعدة 
Correct Answer: B (تجاهل شخص معين)",
صفه,غرفة تستخدم للتخزين، مستودع,Central,"المهمة: حدد معنى الكلمة 'صفه'.
السؤال: ما هو المعنى الصحيح لكلمة 'صفه'؟
الخيارات:
أ) غرفة تستخدم للتخزين، مستودع
ب) مكان للعب الأطفال
ج) ميدان عام
د) مطبخ كبير",أ
صلبه,تعني الأشخاص قليليّ الذوق.(همج),Central,"### نوع السؤال: معنى
المهمة: اختر الإجابة الصحيحة.
السؤال: ما معنى كلمة ""صلبه"" في اللهجة السعودية؟
الخيارات:
A) أشخاص كرماء 
B) أشخاص قليلي الذوق 
C) أشخاص ذكيون 
D) أشخاص لطفاء",B
صمنديقه,معناها ((الصمنديقه )) الانسآن اللي قاعد بلآ فائده وبلآ ضرر ,Central,"### نوع السؤال: معنى
المهمة: اختر إجابة واحدة فقط دون أي ملاحظات إضافية. 
السؤال: ما معنى كلمة ""صمنديقه""؟ 
الخيارات: 
A) شخص مفيد في الحياة 
B) شخص عديم الفائدة والضرر 
C) شخص يجلب الحظ 
D) شخص آخر",B
صنان,هي الرائحة الصادرة من تحت الابطين وهي عادة تكون رائحة غير محببه للنفس ولذا يوجد في الصيدليات مزيل لتلك الرائحة,Central,"### نوع السؤال: معنى
المهمة: اختر فقط إجابة واحدة دون أي ملاحظات إضافية. 
السؤال: ما معنى كلمة ""صنان""؟ 
الخيارات: 
A) رائحة جميلة 
B) رائحة غير محببة الصادرة من تحت الإبطين 
C) رائحة طعام 
D) رائحة زهور",B
