Term,Meaning_of_term,Dialect type,Fill_in_Blank_question,correct_answer
يا غارة الله,هذا المصطلح دارج في جنوب المملكة ( جازان ، نجران ، الباحة ، عسير ). وهي عبارة تقابل ( وش دعوى ) عند الخليجيين . ويقولها المرء عندما يستنكر ما يقوله محدّثه . أو يعاتبه عليه بلطف. وبدقة ، تعني العبارة : يا غيرة الله مما تقول - أي أنه ليس كلاماً في محلّه و الله يغار من كلام كهذا من ضدة خطئه - تعالى الله -,Southern,"المهمة: أكمل الجملة بالعبارة الصحيحة.
السؤال: عندما أسمع أحدهم يتحدث بغرابة، أقول له: '______'.
الخيارات:
أ) أهلاً وسهلاً
ب) يا غارة الله
ج) كيف الحال
د) ما شاء الله",ب
يا كبدة,تعنى كلمة ياكبدة الكثير لايعرفها وتعنى لشخص نشبه غثيث يجيب المرض,Western,"المهمة: أكمل الجملة بالعبارة الصحيحة.
السؤال: يُستخدم مصطلح 'يا كبدة' لوصف شخص ____.
الخيارات:
أ) لطيف
ب) غثيث
ج) قوي
د) كسول",ب
يا لبن,كلمة دارجة تقال عند مقابلة الأشخاص الأعزاء,Western,"المهمة: إكمال العبارة باستخدام الكلمة المناسبة.
السؤال: عند مقابلة الأعزاء نستخدم عبارة 'يا _____'.
الخيارات:
أ) صديقي
ب) لبن
ج) عزيزي
د) هنا",ب
يا واد,"عبارة تستخدم بين الشباب نيابة عن كلمة dude ""دود"" من اللغة الإنجليزية.",Western,"### نوع السؤال: املأ الفراغ 
- المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
- السؤال: عبارة ""يا واد"" تعني باللغة الإنجليزية. 
- الخيارات: 
 أ) friend 
 ب) dude 
 ج) brother 
 د) sister 
-",ب
يا وجه الله,بمعنى : يا إلهي و تقال عند رؤية أو حصول شئ غريب و مخيف وغير متوقع,Central,"المهمة: أكمل الفراغ في الجملة التالية.
السؤال: عندما رأيت الموقف الغريب، قلت: '____ الله'.
الخيارات:
أ) يا وجه
ب) يا حبيبي
ج) يا إلهي
د) يا محبوب",أ
يابعد زولي,يابعد زولي كلمة في شمال نجد وهي خاصة بقبيلة الظفير وتعني يابعد جسدي او نفسي,Central,"المهمة: أكمل الجملة بالعبارة المناسبة.
السؤال: عندما أقول 'يابعد زولي'، فإنني أعبر عن ____داخلي.
الخيارات:
أ) إثارة
ب) حب
ج) حزن
د) غضب",ب
يادبل تسبدي,تستخدم اذا تضايق احدهم من شخصا ما او تصرف معين,Central,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: عبارة 'يادبل تسبدي' تستخدم عندما ______.
الخيارات:
أ) يشعر الشخص بالسعادة
ب)ضيق أحدهم من شخص ما
ج) يرغب الشخص بالحديث
د) يستمتع الشخص بالوقت",ب
يازينك زيناه,يعني ياحليلك حليلاه . وهي تطلق على الشخص الطيب خفيف الظل من باب الاعجاب به,Central,"المهمة: أكمل الجملة باستخدام العبارة المناسبة.
السؤال: تستخدم عبارة 'يازينك زيناه' للتعبير عن _____.
الخيارات:
أ) الحزن
ب) الإعجاب
ج) الاستغراب
د) العتاب",ب
ياصبر الارض,اي ان الأرض لم تعد تتحملك وياصبرها عليك,General,"### نوع السؤال: املأ الفراغ
- المهمة: اختر الكلمة المناسبة لملء الفراغ.
- السؤال: ""فوزي قال لمحمود وهو يضحك: ياصبر الأرض عليك ....""
- الخيارات:
 A) اليوم. 
 B) غداً. 
 C) كم يوم. 
 D) بعد ساعة. 
-.",C
ياطخو يااكسر مخو,يشبه المثل التالي :جاء يكحلها عماها,Western,"المهمة: أكمل الجملة بالعبارة المناسبة.
السؤال: المثل 'ياطخو يااكسر مخو' يشير إلى ________.
الخيارات:
أ) حسن الخلق
ب) الأذى للذات
ج) الحكمة
د) التعاون",ب
ياكا ياكا,اي ان الفعلتين تؤدي إلى نفس النتيجة وهي اختصار لكلمة هكذا و هكذا,Western,"المهمة: أكمل الجملة باستخدام العبارة المناسبة.
السؤال: إذا سأل أحدهم إن كان سيشتري بالنت أو بالتلفون، يمكنك الرد بـ '____'.
الخيارات:
أ) لا أدري
ب) ياكا ياكا
ج) هذا صعب
د) ليس لدي فكرة",ب
ياكل فَصي,تدل ان هذا الشخص قيل له كلام استهزاء عليه,Western,"### نوع السؤال: املأ الفراغ
- Task: Choose only one answer without any additional notes.
- Question: عندما يقول أحدهم ""هو دحين بياكل فَصي""، فإنه يعبر عن . 
- Options: 
 A) إعجاب بالشخص 
 B) استهزاء بالشخص 
 C) احترام للشخص 
 D) محبة للشخص 
- Correct answer: B (استهزاء بالشخص)",
يالبى قلبك,تستخدم هذه العباره عند اطراء المرأه او الرجل,Central,"المهمة: إكمال جملة باستخدام عبارة 'يالبى قلبك'.
السؤال: عندما سمعت قصيدة صديقي، قلت له: _________.
الخيارات:
أ) يا للعجب
ب) يالبى قلبك
ج) كيف هذا
د) أين كانت",ب
ياليل مطولك,تقال عندما يعاني شخص من أي شئ ملل او سئ,General,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: عندما يشعر الشخص بالملل يقول: 'ياليل ____' 
الخيارات:
أ) مطولك
ب) سعيد
ج) زعلان
د) محظوظ",أ
ياهوه,المعنى ياانت,Western,"المهمة: أكمل الجملة باستخدام الكلمة المناسبة.
السؤال: عبد الله قال لـ فهد: '_____ وين بتروح يا أنت؟'
الخيارات:
أ) ياهوه
ب) هلا
ج) كيف الحال
د) سلام",أ
يتنومس,يحاول اثبات نفسه وجذب الاشخاص اليه عن طريق فعل التصرفات الملفته للانتباه,Central,"### نوع السؤال: املأ الفراغ 
المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية. 
السؤال: ""ونعم الرجل اللي فيه."" 
الخيارات: 
A) يتنومس 
B) يختبئ 
C) يتجاهل 
D) يعتذر",A
يجيب الحموضة,وهو تعبير عن الضيق من أمر ما، أو عبارة ما، أو حتى شخص ما. وهو قريب الشبه من تعبير آخر وهو حامت كبدي,General,"### نوع السؤال: املأ الفراغ
المهمة: اختر فقط إجابة واحدة بدون أي ملاحظات إضافية. 
السؤال: تعبير ""يجيب الحموضة"" يعكس شعور تجاه موقف ما. 
الخيارات: 
A) الرضا 
B) الضيق 
C) الفرح 
D) الارتياح",B
يختوو عليها,زي يناسوو عليها حليووة,Western,"المهمة: أكمل الجملة باستخدام المعنى الصحيح.
السؤال: عندما يقولون 'يختوو عليها'، فإنهم يقصدون __________.
الخيارات:
أ) يتناسونها
ب) يحتفلون بها
ج) يمدحونها
د) يكرهونها",ج
يعنني,يععنني : بتضخيم العين : يعني يتصنع او ما عندهك سالفة,Central,"### نوع السؤال: املأ الفراغ 
المهمة: اختر الإجابة الصحيحة. 
السؤال: ""علي يعنني عنده مشكلة."" 
الخيارات: 
A) أنه 
B) أنه مريض 
C) يلعب 
D) ينظر) أنه مريض",B
يعني اني.؟,هي عباره عن جمله استهزاء بالاخر واحتقار له,Central,"المهمة: أكمل الجملة بالعبارة المناسبة.
السؤال: الجملة الصحيحة هي: 'عبارة 'يعني اني.؟' تعني _____'.
الخيارات:
أ) الاحترام المتبادل
ب) الاستهزاء بالآخرين
ج) الفخر بالنفس
د) التعاطف",ب
ندرت عينك من حُقّها,خرجت عينك من محلها,Western,"المهمة: قم بملء الفراغ بالكلمة المناسبة.
السؤال: من قوة الصدمة، قالوا له كأن ___ .
الخيارات:
أ) أسفر الصبح
ب) عطنا الزبدة
ج) ندرت عينك من حُقّها
د) ما عليك زود",ج
يا واد,يعني يا ولد,Western,"المهمة: أكمل الجملة بالعبارة الصحيحة.
السؤال: عندما يقول الشخص 'وش فيك يا واد'، فإنه يعني: وش فيك يا ____.
الخيارات:
أ) صياد
ب) ولد
ج) طائر
د) شجر",ب
يلق لق,"يلمع من كثر النظافة ""ناصع البياض واللمعان"" يُستخدم لوصف الإنسان والجماد",Central,"المهمة: أكمل الجملة بالتعبير المناسب.
السؤال: بشرة فلان ________ يلق لق.
الخيارات:
أ) أصبحت
ب) إزدادت
ج) كانت
د) تراجعت",أ
عطنا الزبدة,هي الطريقة التي يطلب فيها مختصر الكلام بدون تشعب ولا تفاصيل جانبية,General,"المهمة: قم بملء الفراغ بالكلمة المناسبة.
السؤال: طول في الشرح، فقالوا له: ___ وخلاص.
الخيارات:
أ) وسّع الكلام
ب) عطنا الزبدة
ج) غيّر الموضوع
د) انتظر شوي",ب
يمل الذهاب,دعوه بمعنى ان تذهب لمكان ليس له نهايه او تأتي بمعنى ان تذهب لمنفى بعيد عن الأرض وهكذا .,Central,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: عندما يقال 'يمل الذهاب'، فإن هذا يعني ____.
الخيارات:
أ) الذهاب للعمل
ب) الذهاب لمنفى بعيد
ج) الذهاب إلى حفل
د) السفر إلى الخارج",ب
ينخبز في كتره,تقال للانسان الفاهي الذي تحصل الامور من حوله وهو لا يدري، لدرجة انه ممكن ينخبز في كتره ولا يدري. ايضاً تقال ينخبز في كترك عند المخاطبة المباشرة,Central,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: إذا كان فيصل __________ في كتره، فهذا يعني أنه لا يدرك ما يحدث حوله.
الخيارات:
أ) يشاهد
ب) ينخبز
ج) يكتب
د) يتحدث",ب
ينعل خيّري,يقصد به ندب الحظ على القدر أو اللعنة على الحظ,Central,"### 3. نوع السؤال: املأ الفراغ
- المهمة: اختر الجواب الصحيح دون أي ملاحظات إضافية.
- السؤال: ""عندما لم أحصل على درجات جيدة، قلت خيّري.""
- الخيارات:
 A) ينعل 
 B) تحيا 
 C) شكراً 
 D) مع السلامة 
-",A
يهربد,اي يهذي بما لايعرف . ويقال فلان يهربد . حينما يتكلم كثيرا كلام بلا فائده,Central,"المهمة: أكمل الجملة بالعبارة المناسبة.
السؤال: عندما يتحدث الشخص بكثير من الكلام بلا فائدة، نقول إنه __________.
الخيارات:
أ) يتحدث
ب) يهربد
ج) يستمع
د) يعبر",ب
