Term,Meaning_of_term,Dialect type,Contextual_Usage_question,correct_answer
يا بري حالي برياه,"تعني عزاء للنفس يعني مثلا رأيت موقف محزن وأثر فيك تقول: ""يابري حالي برياه"" مواساه لنفسك او تقال عزاء للنفس خاصة واكثر مايقولها كبار السن مثلا تجي عجوز تبي تقوم وماتقدر من اللام القدم والركبة . فتقول ""ماعاد فيني شده وحيل، يابري حالي برياه.""",Central,"المهمة: اختر الجملة التي تستخدم فيها عبارة 'يا بري حالي برياه' بشكل صحيح.
السؤال: أي من الجمل التالية تعبر عن استخدام صحيح للعبارة؟
الخيارات:
أ) كنت أستمتع بوقتي وقلت 'يا بري حالي برياه'.
ب) رأيت شخصاً حزينا فقلت 'يا بري حالي برياه'.
ج) كنت في حفلة ورقصت ثم قلت 'يا بري حالي برياه'.
د) أثناء تجربة طعام جديد، قلت 'يا بري حالي برياه'.",ب
يا حليلتس حليلاه,كلمه يا حليلتس حليلاه كلمه تشبه ما اجملك او ما اروعك,Central,"المهمة: اختر السياق المناسب لاستخدام عبارة 'يا حليلتس حليلاه'.
السؤال: في أي سياق يمكن استخدام عبارة 'يا حليلتس حليلاه'؟
الخيارات:
أ) عند رؤية شيء غير جميل
ب) عند الإشادة بمظهر شخص
ج) عند تقديم الشكوى
د) عند إعلان الحزن",ب
يا حليليك,"- تعني ""ما أجملك!"". - وقد تعني ""ما أطيبك!"". أصل الكلمة حلو، وتصغيرها حليل، واضيفت كاف الخطاب وأصبحت صورتها النهاية هكذا ""حليليك"".",Central,"المهمة: اختر الاستخدام المناسب لعبارة 'يا حليليك' في سياق.
السؤال: في أي حالة يمكن القول 'يا حليليك'؟
الخيارات:
أ) عند استقبال صديق
ب) عند الانتقاد
ج) عند الحديث عن الطقس
د) عند توديع شخص",أ
يا خلف امي,مصطلح حساوي ( احسائي ) يطلق على الشخص العزيز الغالي عادة تطلقه الجدات على احفادهن تعبيرا عن شدة حبهن لهم وهو يقابله في اللغة العربية الفصحى : ياخليفة أمي,Eastern,"المهمة: اختر الاستخدام الصحيح للعبارة.
السؤال: في أي حالة يمكننا استخدام تعبير 'يا خلف اميه'؟
الخيارات:
أ) عند التحدث إلى الأصدقاء في المدرسة
ب) عند زيارة الجدة
ج) عند تقديم عرض عمل
د) عند إجراء مكالمة هاتفية رسمية",ب
يا سلاام عليج,كلمه تقال عندما يفعل الشخص شئ مبهر,Central,"المهمة: اختر الاستخدام الصحيح للعبارة 'يا سلاام عليج'.
السؤال: أي من السياقات التالية يُمكن أن تستخدم فيه العبارة 'يا سلاام عليج'؟
الخيارات:
أ) عندما يغضب شخص ما
ب) عند admiration شخص لأداء مميز
ج) عند اللقاء بصديق قديم
د) عند الحديث عن الطقس",ب
يا صبر الارض,يا صبر الارض هي عبارة نستخدمها عندما يكون الشخص اللذي نكلمه لا يفهم او يتغابى بأجوبته,Western,"المهمة: اختر الجملة المناسبة لاستخدام عبارة 'يا صبر الارض'.
السؤال: في أي موقف تستخدم عبارة 'يا صبر الارض'؟
الخيارات:
أ) عندما يسأل أحدهم سؤالاً
ب) عند فقدان الأمل
ج) عندما تتكرر الأسئلة بشكل مفرط
د) عند تلقي خبر سار",ج
يا عزتي.,"يا عزتي: أسلوب رحمة. وتعني ""يا للشفقة"". طالع يا بري حالي برياه",Central,"### نوع السؤال: الاستخدام السياقي
المهمة: اختر الجملة التي تناسب استخدام عبارة ""يا عزتي"".
السؤال: أي من الجمل التالية تستخدم عبارة ""يا عزتي"" بشكل صحيح؟
الخيارات: 
A) ""يا عزتي، كيف حالك اليوم؟"" 
B) ""يا عزتي، فريق الكرة المنافس قوي وعندهم لاعبين مهاريين!"" 
C) ""يا عزتي، الجو جميل اليوم."" 
D) ""يا عزتي، الوضع في المباراة كان سيئاً.""",B
يا عقوبتي,يقولها الشخص عندما يكون منزعجاً,Central,"المهمة: اختر الجملة التي تناسب عبارة 'يا عقوبتي' بشكل أفضل.
السؤال: أي من الجمل التالية يمكن أن تحوي عبارة 'يا عقوبتي'؟
الخيارات:
أ) أشعر بالسعادة اليوم
ب) كل شي صار زين
ج) تعبت من كل هذا الكلام، يا عقوبتي
د) الشمس مشرقة في السماء",ج
يا عمي سري,يعني انقلع او روخر,Western,"المهمة: حدد السياق المناسب لاستخدام العبارة.
السؤال: في أي موقف يمكن أن تستخدم العبارة 'يا عمي سري'؟
الخيارات:
أ) عندما يذهب صديقك معك للسوق
ب) عندما تكون هناك مشاجرة
ج) عندما تتحدث مع الأهل
د) عندما تريد إنهاء حديث مع شخص غير مرغوب فيه",د
يا غارة الله,هذا المصطلح دارج في جنوب المملكة ( جازان ، نجران ، الباحة ، عسير ). وهي عبارة تقابل ( وش دعوى ) عند الخليجيين . ويقولها المرء عندما يستنكر ما يقوله محدّثه . أو يعاتبه عليه بلطف. وبدقة ، تعني العبارة : يا غيرة الله مما تقول - أي أنه ليس كلاماً في محلّه و الله يغار من كلام كهذا من ضدة خطئه - تعالى الله -,Southern,"المهمة: اختر السياق المناسب لاستخدام العبارة 'يا غارة الله'.
السؤال: في أي موقف قد تستخدم عبارة 'يا غارة الله'؟
الخيارات:
أ) عند تقديم الضيافة
ب) عند الاستنكار على ما يقوله شخص آخر
ج) عند امتداح شخص
د) عند التحضير للاحتفال",ب
يا كبدة,تعنى كلمة ياكبدة الكثير لايعرفها وتعنى لشخص نشبه غثيث يجيب المرض,Western,"المهمة: اختر الجملة المناسبة التي تستخدم فيها عبارة 'يا كبدة'.
السؤال: أي من الجمل التالية تستخدم كلمة 'يا كبدة' بشكل صحيح؟
الخيارات:
أ) هذا الرجل كبدة، دائمًا مبتسم
ب) رحت السوق واشتريت كبدة
ج) صديقي غثيث ودايمًا أقول له يا كبدة
د) اليوم كان الجو جميل جدًا",ج
يا لبن,كلمة دارجة تقال عند مقابلة الأشخاص الأعزاء,Western,"المهمة: تحديد السياق الصحيح لاستخدام 'يا لبن'.
السؤال: في أي سياق يمكن استخدام عبارة 'يا لبن'؟
الخيارات:
أ) عند مقابلة الأصدقاء
ب) في محادثة رسمية
ج) عند تقديم واجب عزاء
د) في إعلان تجاري",أ
يا واد,"عبارة تستخدم بين الشباب نيابة عن كلمة dude ""دود"" من اللغة الإنجليزية.",Western,"### نوع السؤال: الاستخدام السياقي 
- المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
- السؤال: أي من الجمل التالية تستخدم فيها عبارة ""يا واد"" بشكل طبيعي؟ 
- الخيارات: 
 أ) يا واد تعال نأكل سوا. 
 ب) يا واد، هل تعرف أين أعيش؟ 
 ج) يا واد، الجو حار اليوم. 
 د) كل ما تحتاجه هو التعليم. 
-",أ
يا وجه الله,بمعنى : يا إلهي و تقال عند رؤية أو حصول شئ غريب و مخيف وغير متوقع,Central,"المهمة: اختر الجملة التي تستخدم فيها عبارة 'يا وجه الله' بشكل صحيح.
السؤال: أي الجمل التالية تعبر عن الاستخدام الصحيح لعبارة 'يا وجه الله'؟
الخيارات:
أ) عاطف جدًا، يا وجه الله!
ب) لا تحزن، يا وجه الله.
ج) كانت الأمطار تنزل، يا وجه الله.
د) أثناء الحديث، قال: يا وجه الله.",أ
يابعد زولي,يابعد زولي كلمة في شمال نجد وهي خاصة بقبيلة الظفير وتعني يابعد جسدي او نفسي,Central,"المهمة: حدد استخدام العبارة في السياق الصحيح.
السؤال: في أي سياق يمكن استخدام تعبير 'يابعد زولي'؟
الخيارات:
أ) عند التعبير عن القلق
ب) عند التعبير عن الحب
ج) عند الاعتذار
د) عند عرض المساعدة",ب
يادبل تسبدي,تستخدم اذا تضايق احدهم من شخصا ما او تصرف معين,Central,"المهمة: اختر الجملة التي تستخدم فيها العبارة بشكل صحيح.
السؤال: أي من الجمل التالية يستخدم فيها المصطلح 'يادبل تسبدي' بشكل صحيح؟
الخيارات:
أ) يووه يادبل تسبدي من ورعانكم
ب) أحب أن أذهب للأماكن الجميلة
ج) السماء كانت صافية في ذلك اليوم
د) إنها مناسبة سعيدة",أ
يازينك زيناه,يعني ياحليلك حليلاه . وهي تطلق على الشخص الطيب خفيف الظل من باب الاعجاب به,Central,"المهمة: حدد السياق المناسب لاستخدام التعبير.
السؤال: في أي موقف يمكن استخدام عبارة 'يازينك زيناه'؟
الخيارات:
أ) عند تقديم اعتذار
ب) عند الإشادة بشخصية طيبة
ج) عند الفراق
د) عند التعبير عن الغضب",ب
